forecast_id,initialization_time,valid_time,region,zone,latitude,longitude,lead_day,rainfall_forecast,temperature_forecast,wind_forecast,pressure_forecast,humidity_forecast,ensemble_mean,ensemble_spread,ensemble_min,ensemble_max,spatial_variability
FCST_20240701_RAJ_D2,2024-07-01,2024-07-03,Rajasthan,Northwest,27.0238,74.2179,2,31.7,26.7,39.7,990.6,97.2,31.7,4.29,24.0,41.1,11.26
FCST_20240701_RAJ_D3,2024-07-01,2024-07-04,Rajasthan,Northwest,27.0238,74.2179,3,48.0,27.0,43.4,991.2,97.1,47.4,4.03,40.1,56.3,12.04
FCST_20240701_RAJ_D4,2024-07-01,2024-07-05,Rajasthan,Northwest,27.0238,74.2179,4,11.8,26.6,44.0,990.4,96.5,13.2,5.25,3.7,24.8,3.78
FCST_20240701_RAJ_D5,2024-07-01,2024-07-06,Rajasthan,Northwest,27.0238,74.2179,5,40.9,27.7,42.3,990.2,95.5,38.4,7.69,24.6,55.3,15.09
FCST_20240701_RAJ_D6,2024-07-01,2024-07-07,Rajasthan,Northwest,27.0238,74.2179,6,0.0,26.8,43.2,990.1,93.8,-2.3,11.04,0.0,22.0,27.05
FCST_20240701_RAJ_D7,2024-07-01,2024-07-08,Rajasthan,Northwest,27.0238,74.2179,7,21.1,26.6,39.0,989.5,99.0,20.6,10.56,1.6,43.8,11.18
FCST_20240701_RAJ_D8,2024-07-01,2024-07-09,Rajasthan,Northwest,27.0238,74.2179,8,65.7,27.0,46.3,991.5,98.5,45.2,61.19,0.0,179.8,15.44
FCST_20240701_RAJ_D9,2024-07-01,2024-07-10,Rajasthan,Northwest,27.0238,74.2179,9,10.2,26.1,43.6,994.3,99.0,-1.8,65.86,0.0,143.1,17.95
FCST_20240701_RAJ_D10,2024-07-01,2024-07-11,Rajasthan,Northwest,27.0238,74.2179,10,14.9,27.9,40.9,993.3,94.6,19.3,16.15,0.0,54.8,44.65
FCST_20240701_ODI_D1,2024-07-01,2024-07-02,Odisha,East,20.9517,85.0985,1,18.1,27.0,41.6,990.5,96.3,18.6,1.98,15.0,23.0,4.19
FCST_20240701_ODI_D2,2024-07-01,2024-07-03,Odisha,East,20.9517,85.0985,2,18.9,26.5,41.8,991.4,97.1,18.8,2.06,15.1,23.3,6.49
FCST_20240701_ODI_D3,2024-07-01,2024-07-04,Odisha,East,20.9517,85.0985,3,31.8,26.7,42.1,991.6,99.0,32.8,8.29,17.9,51.0,49.14
FCST_20240701_ODI_D4,2024-07-01,2024-07-05,Odisha,East,20.9517,85.0985,4,30.2,27.2,38.2,991.1,97.4,30.8,6.12,19.8,44.3,6.59
FCST_20240701_ODI_D5,2024-07-01,2024-07-06,Odisha,East,20.9517,85.0985,5,51.8,26.9,42.0,990.1,98.3,53.3,10.73,34.0,76.9,41.56
FCST_20240701_ODI_D6,2024-07-01,2024-07-07,Odisha,East,20.9517,85.0985,6,39.9,27.6,41.8,990.6,93.4,37.6,17.36,6.4,75.8,9.39
FCST_20240701_ODI_D7,2024-07-01,2024-07-08,Odisha,East,20.9517,85.0985,7,126.3,29.1,34.6,991.7,93.6,122.9,22.92,81.6,173.3,78.62
FCST_20240701_ODI_D8,2024-07-01,2024-07-09,Odisha,East,20.9517,85.0985,8,44.6,28.4,42.1,989.3,94.1,43.4,13.49,19.1,73.1,27.48
FCST_20240701_ODI_D9,2024-07-01,2024-07-10,Odisha,East,20.9517,85.0985,9,34.6,25.9,39.3,989.3,99.0,37.4,13.31,13.4,66.7,39.93
FCST_20240701_ODI_D10,2024-07-01,2024-07-11,Odisha,East,20.9517,85.0985,10,34.4,29.4,41.2,992.2,99.0,44.6,23.07,3.1,95.4,44.9
FCST_20240701_ASS_D1,2024-07-01,2024-07-02,Assam,Northeast,26.2006,92.9376,1,71.3,26.5,40.8,991.6,97.2,70.9,3.86,64.0,79.4,13.79
FCST_20240701_ASS_D2,2024-07-01,2024-07-03,Assam,Northeast,26.2006,92.9376,2,96.3,28.0,42.9,991.9,97.5,111.1,44.64,30.7,209.3,6.11
FCST_20240701_ASS_D3,2024-07-01,2024-07-04,Assam,Northeast,26.2006,92.9376,3,171.9,26.3,42.3,992.2,99.0,172.3,7.73,158.4,189.3,53.68
FCST_20240701_ASS_D4,2024-07-01,2024-07-05,Assam,Northeast,26.2006,92.9376,4,125.3,26.7,41.1,990.6,99.0,120.0,15.11,92.8,153.2,14.22
FCST_20240701_ASS_D5,2024-07-01,2024-07-06,Assam,Northeast,26.2006,92.9376,5,0.0,26.6,39.5,991.5,94.9,-0.6,5.6,0.0,11.7,2.8
FCST_20240701_ASS_D6,2024-07-01,2024-07-07,Assam,Northeast,26.2006,92.9376,6,15.1,26.6,42.6,990.3,99.0,12.8,14.92,0.0,45.6,8.55
FCST_20240701_ASS_D7,2024-07-01,2024-07-08,Assam,Northeast,26.2006,92.9376,7,450.0,26.1,38.6,989.8,99.0,458.9,21.38,420.4,505.9,196.0
FCST_20240701_ASS_D8,2024-07-01,2024-07-09,Assam,Northeast,26.2006,92.9376,8,309.0,27.1,44.0,993.5,99.0,307.2,13.08,283.7,336.0,25.67
FCST_20240701_ASS_D9,2024-07-01,2024-07-10,Assam,Northeast,26.2006,92.9376,9,134.9,28.2,46.0,991.2,99.0,134.8,18.64,101.2,175.8,54.5
FCST_20240701_ASS_D10,2024-07-01,2024-07-11,Assam,Northeast,26.2006,92.9376,10,14.8,26.6,38.5,990.5,97.7,11.9,54.95,0.0,132.8,9.74
FCST_20240701_PUN_D1,2024-07-01,2024-07-02,Punjab,North,31.1471,75.3412,1,0.0,26.5,41.2,991.6,97.8,-0.1,1.5,0.0,3.2,2.45
FCST_20240701_PUN_D2,2024-07-01,2024-07-03,Punjab,North,31.1471,75.3412,2,13.4,26.5,41.7,991.6,99.0,14.0,2.09,10.2,18.6,4.0
FCST_20240701_PUN_D3,2024-07-01,2024-07-04,Punjab,North,31.1471,75.3412,3,26.8,26.9,40.8,990.3,99.0,29.0,13.65,4.4,59.0,5.04
FCST_20240701_PUN_D4,2024-07-01,2024-07-05,Punjab,North,31.1471,75.3412,4,0.0,26.5,42.6,991.9,97.2,0.5,4.33,0.0,10.0,8.73
FCST_20240701_PUN_D5,2024-07-01,2024-07-06,Punjab,North,31.1471,75.3412,5,0.0,25.9,38.7,990.1,99.0,1.2,5.6,0.0,13.5,5.94
FCST_20240701_PUN_D6,2024-07-01,2024-07-07,Punjab,North,31.1471,75.3412,6,65.9,27.3,38.1,991.2,97.6,64.9,21.88,25.5,113.0,42.7
FCST_20240701_PUN_D7,2024-07-01,2024-07-08,Punjab,North,31.1471,75.3412,7,26.7,29.7,39.1,992.4,97.4,17.8,14.3,0.0,49.3,35.93
FCST_20240701_PUN_D8,2024-07-01,2024-07-09,Punjab,North,31.1471,75.3412,8,0.0,27.1,41.8,988.9,98.4,-0.4,9.62,0.0,20.8,12.37
FCST_20240701_PUN_D9,2024-07-01,2024-07-10,Punjab,North,31.1471,75.3412,9,18.8,27.5,40.8,994.4,99.0,19.7,15.89,0.0,54.7,8.9
FCST_20240701_PUN_D10,2024-07-01,2024-07-11,Punjab,North,31.1471,75.3412,10,1.3,27.1,37.6,993.3,99.0,10.0,12.83,0.0,38.2,1.87
FCST_20240701_TAM_D1,2024-07-01,2024-07-02,Tamil Nadu,South,11.1271,78.6569,1,0.0,32.9,19.1,1003.7,63.0,-0.2,1.54,0.0,3.2,0.48
FCST_20240701_TAM_D2,2024-07-01,2024-07-03,Tamil Nadu,South,11.1271,78.6569,2,0.0,32.3,16.0,1002.2,61.0,-1.0,2.11,0.0,3.6,0.29
FCST_20240701_TAM_D3,2024-07-01,2024-07-04,Tamil Nadu,South,11.1271,78.6569,3,0.0,32.1,17.1,1002.3,63.6,0.2,3.11,0.0,7.0,0.21
FCST_20240701_TAM_D4,2024-07-01,2024-07-05,Tamil Nadu,South,11.1271,78.6569,4,10.3,32.3,16.0,1003.4,61.9,10.2,4.58,2.0,20.3,2.79
FCST_20240701_TAM_D5,2024-07-01,2024-07-06,Tamil Nadu,South,11.1271,78.6569,5,0.0,31.3,14.6,1002.5,59.0,1.0,5.6,0.0,13.3,8.11
FCST_20240701_TAM_D6,2024-07-01,2024-07-07,Tamil Nadu,South,11.1271,78.6569,6,0.0,33.0,17.2,1003.6,68.6,-2.0,6.91,0.0,13.2,15.53
FCST_20240701_TAM_D7,2024-07-01,2024-07-08,Tamil Nadu,South,11.1271,78.6569,7,0.0,32.4,19.2,1002.9,65.9,-2.4,8.25,0.0,15.8,7.31
FCST_20240701_TAM_D8,2024-07-01,2024-07-09,Tamil Nadu,South,11.1271,78.6569,8,28.4,32.3,12.3,1000.6,60.6,26.2,46.67,0.0,128.9,3.97
FCST_20240701_TAM_D9,2024-07-01,2024-07-10,Tamil Nadu,South,11.1271,78.6569,9,0.0,31.9,21.2,1001.6,64.3,-2.5,16.7,0.0,34.2,5.79
FCST_20240701_TAM_D10,2024-07-01,2024-07-11,Tamil Nadu,South,11.1271,78.6569,10,20.8,33.1,15.4,1004.6,69.4,26.3,15.67,0.0,60.8,3.46
FCST_20240701_AND_D1,2024-07-01,2024-07-02,Andhra Pradesh,South-East,15.9129,79.74,1,36.9,27.7,41.3,991.7,97.7,41.4,49.48,0.0,150.3,22.01
FCST_20240701_AND_D2,2024-07-01,2024-07-03,Andhra Pradesh,South-East,15.9129,79.74,2,72.4,26.6,39.5,992.8,99.0,73.9,7.0,61.3,89.3,39.73
FCST_20240701_AND_D3,2024-07-01,2024-07-04,Andhra Pradesh,South-East,15.9129,79.74,3,115.1,26.3,40.1,990.2,91.8,113.2,7.56,99.6,129.8,108.97
FCST_20240701_AND_D4,2024-07-01,2024-07-05,Andhra Pradesh,South-East,15.9129,79.74,4,0.0,27.4,40.9,992.5,98.1,-1.7,5.52,0.0,10.4,9.27
FCST_20240701_AND_D5,2024-07-01,2024-07-06,Andhra Pradesh,South-East,15.9129,79.74,5,0.0,27.9,43.6,992.5,96.7,1.0,5.6,0.0,13.3,6.72
FCST_20240701_AND_D6,2024-07-01,2024-07-07,Andhra Pradesh,South-East,15.9129,79.74,6,59.6,28.0,42.0,993.9,99.0,58.0,35.05,0.0,135.1,8.63
FCST_20240701_AND_D7,2024-07-01,2024-07-08,Andhra Pradesh,South-East,15.9129,79.74,7,25.9,26.1,41.7,993.6,97.0,27.3,10.37,8.6,50.1,28.48
FCST_20240701_AND_D8,2024-07-01,2024-07-09,Andhra Pradesh,South-East,15.9129,79.74,8,0.0,27.5,41.5,989.9,99.0,0.3,9.62,0.0,21.5,20.23
FCST_20240701_AND_D9,2024-07-01,2024-07-10,Andhra Pradesh,South-East,15.9129,79.74,9,37.0,24.6,45.6,992.7,96.8,39.0,14.14,13.5,70.1,32.11
FCST_20240701_AND_D10,2024-07-01,2024-07-11,Andhra Pradesh,South-East,15.9129,79.74,10,24.6,27.3,42.1,990.8,95.4,30.9,23.84,0.0,83.3,32.2
FCST_20240701_WES_D1,2024-07-01,2024-07-02,West Bengal,East,22.9868,87.855,1,6.9,27.5,40.7,991.4,99.0,6.6,1.5,3.9,9.9,3.03
FCST_20240701_WES_D2,2024-07-01,2024-07-03,West Bengal,East,22.9868,87.855,2,92.0,27.5,41.6,990.2,97.9,92.7,8.19,78.0,110.7,26.25
FCST_20240701_WES_D3,2024-07-01,2024-07-04,West Bengal,East,22.9868,87.855,3,45.7,27.9,41.6,992.1,98.8,44.2,27.65,0.0,105.0,21.77
FCST_20240701_WES_D4,2024-07-01,2024-07-05,West Bengal,East,22.9868,87.855,4,8.9,28.1,43.2,990.4,99.0,9.5,5.99,0.0,22.7,3.43
FCST_20240701_WES_D5,2024-07-01,2024-07-06,West Bengal,East,22.9868,87.855,5,69.8,27.0,39.0,990.1,99.0,70.7,7.01,58.1,86.1,1.1
FCST_20240701_WES_D6,2024-07-01,2024-07-07,West Bengal,East,22.9868,87.855,6,78.8,27.4,40.7,992.9,99.0,77.1,9.95,59.2,99.0,6.16
FCST_20240701_WES_D7,2024-07-01,2024-07-08,West Bengal,East,22.9868,87.855,7,19.7,28.8,43.1,992.8,99.0,19.1,17.2,0.0,56.9,27.9
FCST_20240701_WES_D8,2024-07-01,2024-07-09,West Bengal,East,22.9868,87.855,8,10.4,26.6,40.0,989.7,88.6,8.8,11.19,0.0,33.4,12.35
FCST_20240701_WES_D9,2024-07-01,2024-07-10,West Bengal,East,22.9868,87.855,9,0.0,29.9,41.9,989.7,95.2,1.4,11.18,0.0,26.0,6.15
FCST_20240701_WES_D10,2024-07-01,2024-07-11,West Bengal,East,22.9868,87.855,10,0.0,27.0,42.9,992.0,98.4,3.5,12.43,0.0,30.8,1.49
FCST_20240701_MAD_D1,2024-07-01,2024-07-02,Madhya Pradesh,Central,22.9734,78.6569,1,41.0,27.8,40.9,991.2,99.0,41.2,1.5,38.5,44.5,12.5
FCST_20240701_MAD_D2,2024-07-01,2024-07-03,Madhya Pradesh,Central,22.9734,78.6569,2,35.0,27.3,40.1,991.0,98.8,33.1,4.48,25.0,43.0,12.68
FCST_20240701_MAD_D3,2024-07-01,2024-07-04,Madhya Pradesh,Central,22.9734,78.6569,3,22.5,27.5,44.0,991.8,99.0,22.0,3.16,16.3,29.0,4.71
FCST_20240701_MAD_D4,2024-07-01,2024-07-05,Madhya Pradesh,Central,22.9734,78.6569,4,28.7,27.9,43.2,990.7,96.1,28.3,12.35,6.1,55.5,15.2
FCST_20240701_MAD_D5,2024-07-01,2024-07-06,Madhya Pradesh,Central,22.9734,78.6569,5,32.3,28.1,41.3,991.7,99.0,34.0,9.45,17.0,54.8,51.6
FCST_20240701_MAD_D6,2024-07-01,2024-07-07,Madhya Pradesh,Central,22.9734,78.6569,6,57.4,26.3,44.2,989.6,96.2,55.4,7.43,42.0,71.7,21.84
FCST_20240701_MAD_D7,2024-07-01,2024-07-08,Madhya Pradesh,Central,22.9734,78.6569,7,0.0,26.6,40.9,991.0,99.0,-0.2,8.25,0.0,18.0,31.09
FCST_20240701_MAD_D8,2024-07-01,2024-07-09,Madhya Pradesh,Central,22.9734,78.6569,8,87.0,27.4,44.1,992.0,97.3,84.9,16.06,56.0,120.2,15.99
FCST_20240701_MAD_D9,2024-07-01,2024-07-10,Madhya Pradesh,Central,22.9734,78.6569,9,103.3,27.6,39.3,992.4,96.2,108.1,23.04,66.6,158.8,3.65
FCST_20240701_MAD_D10,2024-07-01,2024-07-11,Madhya Pradesh,Central,22.9734,78.6569,10,24.5,30.5,40.7,990.7,97.7,27.6,21.35,0.0,74.6,26.04
FCST_20240701_UTT_D1,2024-07-01,2024-07-02,Uttar Pradesh,North,26.8467,80.9462,1,34.6,26.7,43.8,991.6,97.2,32.4,4.7,23.9,42.7,16.62
FCST_20240701_UTT_D2,2024-07-01,2024-07-03,Uttar Pradesh,North,26.8467,80.9462,2,44.6,26.9,40.4,990.6,97.0,44.8,4.14,37.3,53.9,5.3
FCST_20240701_UTT_D3,2024-07-01,2024-07-04,Uttar Pradesh,North,26.8467,80.9462,3,23.8,27.2,37.2,990.9,99.0,26.0,4.26,18.3,35.4,5.92
FCST_20240701_UTT_D4,2024-07-01,2024-07-05,Uttar Pradesh,North,26.8467,80.9462,4,25.3,26.3,40.8,992.1,96.5,40.1,35.73,0.0,118.7,2.45
FCST_20240701_UTT_D5,2024-07-01,2024-07-06,Uttar Pradesh,North,26.8467,80.9462,5,45.8,26.5,42.2,992.3,98.0,44.2,11.53,23.4,69.6,8.51
FCST_20240701_UTT_D6,2024-07-01,2024-07-07,Uttar Pradesh,North,26.8467,80.9462,6,0.0,26.0,44.1,994.0,96.2,0.9,7.74,0.0,17.9,12.41
FCST_20240701_UTT_D7,2024-07-01,2024-07-08,Uttar Pradesh,North,26.8467,80.9462,7,0.0,25.8,39.7,991.0,99.0,-4.1,9.92,0.0,17.7,6.46
FCST_20240701_UTT_D8,2024-07-01,2024-07-09,Uttar Pradesh,North,26.8467,80.9462,8,66.1,27.9,38.2,991.5,96.9,59.0,15.52,31.1,93.1,115.47
FCST_20240701_UTT_D9,2024-07-01,2024-07-10,Uttar Pradesh,North,26.8467,80.9462,9,0.0,27.9,40.2,989.8,99.0,-5.6,20.5,0.0,39.5,20.14
FCST_20240701_UTT_D10,2024-07-01,2024-07-11,Uttar Pradesh,North,26.8467,80.9462,10,102.9,25.4,41.2,989.3,99.0,105.2,34.89,42.4,182.0,35.85
FCST_20240701_KAR_D1,2024-07-01,2024-07-02,Karnataka,South,15.3173,75.7139,1,112.8,27.2,42.7,991.1,98.6,111.8,5.77,101.4,124.5,45.31
FCST_20240701_KAR_D2,2024-07-01,2024-07-03,Karnataka,South,15.3173,75.7139,2,145.6,25.7,42.0,991.9,98.7,144.9,4.75,136.3,155.3,138.8
FCST_20240701_KAR_D3,2024-07-01,2024-07-04,Karnataka,South,15.3173,75.7139,3,187.7,25.9,43.3,991.2,97.9,179.2,26.16,132.1,236.8,35.25
FCST_20240701_KAR_D4,2024-07-01,2024-07-05,Karnataka,South,15.3173,75.7139,4,180.9,26.0,41.1,991.0,97.1,176.5,39.47,105.5,263.3,7.95
FCST_20240701_KAR_D5,2024-07-01,2024-07-06,Karnataka,South,15.3173,75.7139,5,149.5,28.4,40.9,990.7,96.4,146.5,15.74,118.2,181.1,64.93
FCST_20240701_KAR_D6,2024-07-01,2024-07-07,Karnataka,South,15.3173,75.7139,6,0.0,28.0,36.8,990.5,99.0,2.9,6.91,0.0,18.1,9.46
FCST_20240701_KAR_D7,2024-07-01,2024-07-08,Karnataka,South,15.3173,75.7139,7,166.9,26.2,43.9,990.4,98.4,174.4,40.07,102.3,262.6,126.06
FCST_20240701_KAR_D8,2024-07-01,2024-07-09,Karnataka,South,15.3173,75.7139,8,27.1,25.9,44.9,989.9,99.0,24.7,11.26,4.4,49.5,23.77
FCST_20240701_KAR_D9,2024-07-01,2024-07-10,Karnataka,South,15.3173,75.7139,9,44.4,27.2,46.3,991.7,97.3,33.5,17.44,2.1,71.9,29.62
FCST_20240701_KAR_D10,2024-07-01,2024-07-11,Karnataka,South,15.3173,75.7139,10,17.2,28.8,47.8,990.0,99.0,24.7,13.96,0.0,55.4,29.26
FCST_20240701_HIM_D1,2024-07-01,2024-07-02,Himachal Pradesh,North-Himalayan,31.1048,77.1734,1,31.6,27.2,41.1,992.5,99.0,33.1,10.47,14.3,56.1,2.45
FCST_20240701_HIM_D2,2024-07-01,2024-07-03,Himachal Pradesh,North-Himalayan,31.1048,77.1734,2,0.0,26.8,42.9,991.3,99.0,0.5,2.82,0.0,6.7,4.29
FCST_20240701_HIM_D3,2024-07-01,2024-07-04,Himachal Pradesh,North-Himalayan,31.1048,77.1734,3,25.8,27.7,42.7,991.1,97.0,26.0,4.33,18.2,35.5,3.16
FCST_20240701_HIM_D4,2024-07-01,2024-07-05,Himachal Pradesh,North-Himalayan,31.1048,77.1734,4,122.2,26.9,42.8,990.5,98.2,125.3,6.6,113.4,139.8,8.08
FCST_20240701_HIM_D5,2024-07-01,2024-07-06,Himachal Pradesh,North-Himalayan,31.1048,77.1734,5,44.1,26.4,42.0,991.2,96.1,46.0,6.81,33.7,61.0,24.08
FCST_20240701_HIM_D6,2024-07-01,2024-07-07,Himachal Pradesh,North-Himalayan,31.1048,77.1734,6,242.5,25.0,40.1,992.3,96.7,234.7,14.73,208.2,267.1,29.55
FCST_20240701_HIM_D7,2024-07-01,2024-07-08,Himachal Pradesh,North-Himalayan,31.1048,77.1734,7,72.7,26.5,41.2,993.4,99.0,74.6,10.23,56.2,97.1,9.08
FCST_20240701_HIM_D8,2024-07-01,2024-07-09,Himachal Pradesh,North-Himalayan,31.1048,77.1734,8,43.0,26.5,44.2,991.1,94.0,35.2,14.3,9.5,66.7,15.79
FCST_20240701_HIM_D9,2024-07-01,2024-07-10,Himachal Pradesh,North-Himalayan,31.1048,77.1734,9,6.6,27.9,43.7,990.6,99.0,8.3,13.68,0.0,38.4,6.31
FCST_20240701_HIM_D10,2024-07-01,2024-07-11,Himachal Pradesh,North-Himalayan,31.1048,77.1734,10,15.2,27.6,40.6,992.4,94.8,6.8,16.94,0.0,44.1,12.29
FCST_20240701_BIH_D1,2024-07-01,2024-07-02,Bihar,East,25.0961,85.3131,1,0.0,27.4,42.6,990.5,96.7,0.2,1.5,0.0,3.5,1.07
FCST_20240701_BIH_D2,2024-07-01,2024-07-03,Bihar,East,25.0961,85.3131,2,48.3,25.9,42.2,990.6,95.7,48.1,4.57,39.9,58.2,4.29
FCST_20240701_BIH_D3,2024-07-01,2024-07-04,Bihar,East,25.0961,85.3131,3,17.2,26.0,42.0,992.5,94.0,16.7,4.08,9.4,25.7,4.89
FCST_20240701_BIH_D4,2024-07-01,2024-07-05,Bihar,East,25.0961,85.3131,4,7.0,26.7,42.5,990.7,90.6,8.6,6.59,0.0,23.1,6.99
FCST_20240701_BIH_D5,2024-07-01,2024-07-06,Bihar,East,25.0961,85.3131,5,109.4,27.8,40.5,989.4,97.5,98.6,29.7,45.1,163.9,84.79
FCST_20240701_BIH_D6,2024-07-01,2024-07-07,Bihar,East,25.0961,85.3131,6,163.0,25.7,42.2,991.0,99.0,160.8,37.99,92.4,244.4,73.19
FCST_20240701_BIH_D7,2024-07-01,2024-07-08,Bihar,East,25.0961,85.3131,7,60.3,27.6,44.5,991.6,95.2,60.8,9.67,43.4,82.1,6.72
FCST_20240701_BIH_D8,2024-07-01,2024-07-09,Bihar,East,25.0961,85.3131,8,0.0,26.4,41.2,989.9,97.8,-2.2,10.05,0.0,19.9,21.59
FCST_20240701_BIH_D9,2024-07-01,2024-07-10,Bihar,East,25.0961,85.3131,9,49.2,27.1,43.1,992.7,99.0,49.4,50.53,0.0,160.6,42.76
FCST_20240701_BIH_D10,2024-07-01,2024-07-11,Bihar,East,25.0961,85.3131,10,0.0,26.7,37.5,989.7,99.0,0.3,12.43,0.0,27.6,27.26
FCST_20240702_GUJ_D1,2024-07-02,2024-07-03,Gujarat,West,22.2587,71.1924,1,0.0,26.8,42.2,992.2,97.7,0.2,1.5,0.0,3.5,1.51
FCST_20240702_GUJ_D2,2024-07-02,2024-07-04,Gujarat,West,22.2587,71.1924,2,0.0,26.6,39.1,990.6,96.9,-0.0,1.95,0.0,4.3,0.67
FCST_20240702_GUJ_D3,2024-07-02,2024-07-05,Gujarat,West,22.2587,71.1924,3,0.0,27.4,43.9,991.7,99.0,-0.6,3.11,0.0,6.2,2.34
FCST_20240702_GUJ_D4,2024-07-02,2024-07-06,Gujarat,West,22.2587,71.1924,4,38.3,28.5,37.3,990.9,99.0,35.9,6.68,23.9,50.6,16.48
FCST_20240702_GUJ_D5,2024-07-02,2024-07-07,Gujarat,West,22.2587,71.1924,5,37.6,27.9,38.5,991.9,99.0,36.8,8.34,21.8,55.1,23.68
FCST_20240702_GUJ_D6,2024-07-02,2024-07-08,Gujarat,West,22.2587,71.1924,6,0.0,26.7,39.5,990.7,96.0,-1.9,6.91,0.0,13.3,19.65
FCST_20240702_GUJ_D7,2024-07-02,2024-07-09,Gujarat,West,22.2587,71.1924,7,0.0,25.1,42.4,995.0,99.0,0.1,8.25,0.0,18.3,10.67
FCST_20240702_GUJ_D8,2024-07-02,2024-07-10,Gujarat,West,22.2587,71.1924,8,47.7,28.5,43.9,990.2,99.0,57.0,23.22,15.2,108.1,48.35
FCST_20240702_GUJ_D9,2024-07-02,2024-07-11,Gujarat,West,22.2587,71.1924,9,60.5,27.2,40.8,990.6,99.0,63.7,15.3,36.2,97.4,22.55
FCST_20240702_GUJ_D10,2024-07-02,2024-07-12,Gujarat,West,22.2587,71.1924,10,75.3,27.8,41.8,991.9,95.0,76.1,14.21,50.5,107.4,2.49
FCST_20240702_MAH_D1,2024-07-02,2024-07-03,Maharashtra,West-Central,19.7515,75.7139,1,60.2,27.0,43.0,991.2,98.1,59.9,3.55,53.5,67.7,37.72
FCST_20240702_MAH_D2,2024-07-02,2024-07-04,Maharashtra,West-Central,19.7515,75.7139,2,7.6,25.7,41.6,991.1,94.4,7.6,2.22,3.6,12.5,2.06
FCST_20240702_MAH_D3,2024-07-02,2024-07-05,Maharashtra,West-Central,19.7515,75.7139,3,47.7,27.1,42.9,992.4,98.5,48.7,5.85,38.2,61.6,20.93
FCST_20240702_MAH_D4,2024-07-02,2024-07-06,Maharashtra,West-Central,19.7515,75.7139,4,0.0,26.7,41.2,989.9,98.7,-1.2,4.33,0.0,8.3,6.55
FCST_20240702_MAH_D5,2024-07-02,2024-07-07,Maharashtra,West-Central,19.7515,75.7139,5,0.0,28.7,42.0,990.6,99.0,-2.2,7.28,0.0,13.8,2.43
FCST_20240702_MAH_D6,2024-07-02,2024-07-08,Maharashtra,West-Central,19.7515,75.7139,6,105.1,26.9,40.1,990.8,99.0,97.8,14.31,72.0,129.3,42.33
FCST_20240702_MAH_D7,2024-07-02,2024-07-09,Maharashtra,West-Central,19.7515,75.7139,7,121.1,27.7,41.6,988.6,97.7,120.5,20.4,83.8,165.4,18.71
FCST_20240702_MAH_D8,2024-07-02,2024-07-10,Maharashtra,West-Central,19.7515,75.7139,8,56.4,28.3,40.7,993.2,95.4,57.4,12.4,35.1,84.7,47.0
FCST_20240702_MAH_D9,2024-07-02,2024-07-11,Maharashtra,West-Central,19.7515,75.7139,9,61.7,26.7,40.6,991.0,92.0,62.5,16.49,32.8,98.8,19.06
FCST_20240702_MAH_D10,2024-07-02,2024-07-12,Maharashtra,West-Central,19.7515,75.7139,10,0.0,28.6,41.5,991.6,96.9,-1.3,12.43,0.0,26.0,4.5
FCST_20240702_KER_D1,2024-07-02,2024-07-03,Kerala,South,10.8505,76.2711,1,146.9,26.4,41.8,990.7,96.7,145.3,5.13,136.1,156.6,36.65
FCST_20240702_KER_D2,2024-07-02,2024-07-04,Kerala,South,10.8505,76.2711,2,273.1,26.8,41.1,990.8,99.0,274.1,14.66,247.7,306.4,5.83
FCST_20240702_KER_D3,2024-07-02,2024-07-05,Kerala,South,10.8505,76.2711,3,151.9,27.4,40.4,992.3,94.1,148.4,11.34,128.0,173.3,28.13
FCST_20240702_KER_D4,2024-07-02,2024-07-06,Kerala,South,10.8505,76.2711,4,80.2,26.2,39.2,992.2,95.7,81.6,8.18,66.9,99.6,62.2
FCST_20240702_KER_D5,2024-07-02,2024-07-07,Kerala,South,10.8505,76.2711,5,72.6,27.0,44.9,990.4,92.2,72.7,7.35,59.5,88.9,78.3
FCST_20240702_KER_D6,2024-07-02,2024-07-08,Kerala,South,10.8505,76.2711,6,61.3,27.1,43.2,991.9,97.3,53.4,18.3,20.5,93.7,11.33
FCST_20240702_KER_D7,2024-07-02,2024-07-09,Kerala,South,10.8505,76.2711,7,140.8,28.4,38.5,990.2,96.3,134.3,46.46,50.7,236.5,52.81
FCST_20240702_KER_D8,2024-07-02,2024-07-10,Kerala,South,10.8505,76.2711,8,110.8,27.6,40.8,991.6,99.0,108.7,20.46,71.9,153.7,45.72
FCST_20240702_KER_D9,2024-07-02,2024-07-11,Kerala,South,10.8505,76.2711,9,5.0,26.3,47.2,988.9,87.8,2.9,11.77,0.0,28.8,7.87
FCST_20240702_KER_D10,2024-07-02,2024-07-12,Kerala,South,10.8505,76.2711,10,227.2,26.7,41.0,990.8,98.4,225.4,19.88,189.6,269.1,40.84
FCST_20240702_RAJ_D1,2024-07-02,2024-07-03,Rajasthan,Northwest,27.0238,74.2179,1,36.6,27.5,42.3,991.4,98.0,36.3,4.55,28.1,46.3,4.34
FCST_20240702_RAJ_D2,2024-07-02,2024-07-04,Rajasthan,Northwest,27.0238,74.2179,2,60.9,26.5,41.3,991.1,97.5,58.0,11.07,38.1,82.4,11.52
FCST_20240702_RAJ_D3,2024-07-02,2024-07-05,Rajasthan,Northwest,27.0238,74.2179,3,24.5,27.8,41.7,989.7,94.0,24.7,3.11,19.1,31.5,9.55
