valid_time,region,latitude,longitude,rainfall_observed,temperature_observed,wind_observed,pressure_observed,humidity_observed,observation_id
2024-06-20,Kerala,10.8505,76.2711,156.1,27.8,24.6,996.9,93.1,OBS_20240620_KER
2024-06-20,Rajasthan,27.0238,74.2179,7.1,31.4,29.7,996.7,87.8,OBS_20240620_RAJ
2024-06-20,Odisha,20.9517,85.0985,10.1,29.0,28.0,995.4,86.2,OBS_20240620_ODI
2024-06-20,Assam,26.2006,92.9376,5.5,26.5,28.1,997.5,84.3,OBS_20240620_ASS
2024-06-20,Punjab,31.1471,75.3412,96.0,25.3,36.7,999.6,87.2,OBS_20240620_PUN
2024-06-20,Tamil Nadu,11.1271,78.6569,0.0,31.3,19.8,1003.6,77.9,OBS_20240620_TAM
2024-06-20,Andhra Pradesh,15.9129,79.74,64.0,31.6,23.8,992.5,78.7,OBS_20240620_AND
2024-06-20,West Bengal,22.9868,87.855,69.1,31.7,25.0,993.1,70.0,OBS_20240620_WES
2024-06-20,Madhya Pradesh,22.9734,78.6569,0.0,32.1,32.6,998.9,79.6,OBS_20240620_MAD
2024-06-20,Uttar Pradesh,26.8467,80.9462,113.2,30.2,28.7,991.6,78.1,OBS_20240620_UTT
2024-06-20,Karnataka,15.3173,75.7139,0.1,28.1,33.9,993.0,91.4,OBS_20240620_KAR
2024-06-20,Himachal Pradesh,31.1048,77.1734,4.3,29.8,28.7,994.0,76.1,OBS_20240620_HIM
2024-06-20,Bihar,25.0961,85.3131,0.0,30.9,27.4,994.4,87.4,OBS_20240620_BIH
2024-06-21,Gujarat,22.2587,71.1924,0.0,32.4,35.8,991.8,62.8,OBS_20240621_GUJ
2024-06-21,Maharashtra,19.7515,75.7139,2.5,28.3,33.1,996.4,92.4,OBS_20240621_MAH
2024-06-21,Kerala,10.8505,76.2711,8.7,27.7,30.2,997.8,89.2,OBS_20240621_KER
2024-06-21,Rajasthan,27.0238,74.2179,8.3,30.0,31.8,996.5,83.8,OBS_20240621_RAJ
2024-06-21,Odisha,20.9517,85.0985,19.4,30.9,28.8,995.8,81.8,OBS_20240621_ODI
2024-06-21,Assam,26.2006,92.9376,2.2,27.2,32.1,996.3,84.2,OBS_20240621_ASS
2024-06-21,Punjab,31.1471,75.3412,0.0,30.3,21.4,996.3,80.3,OBS_20240621_PUN
2024-06-21,Tamil Nadu,11.1271,78.6569,42.2,32.5,23.4,1001.0,74.3,OBS_20240621_TAM
2024-06-21,Andhra Pradesh,15.9129,79.74,0.0,27.1,33.3,995.1,87.2,OBS_20240621_AND
2024-06-21,West Bengal,22.9868,87.855,124.6,26.3,30.2,995.5,81.2,OBS_20240621_WES
2024-06-21,Madhya Pradesh,22.9734,78.6569,327.6,30.1,33.0,996.3,77.9,OBS_20240621_MAD
2024-06-21,Uttar Pradesh,26.8467,80.9462,117.3,27.9,35.3,996.7,84.8,OBS_20240621_UTT
2024-06-21,Karnataka,15.3173,75.7139,64.8,27.5,32.0,999.0,92.2,OBS_20240621_KAR
2024-06-21,Himachal Pradesh,31.1048,77.1734,0.0,29.0,32.7,994.3,85.6,OBS_20240621_HIM
2024-06-21,Bihar,25.0961,85.3131,2.9,28.9,36.1,994.6,84.4,OBS_20240621_BIH
2024-06-22,Gujarat,22.2587,71.1924,34.0,25.3,37.5,994.7,85.5,OBS_20240622_GUJ
2024-06-22,Maharashtra,19.7515,75.7139,62.2,27.1,29.8,999.5,89.1,OBS_20240622_MAH
2024-06-22,Kerala,10.8505,76.2711,0.0,26.5,33.4,1001.0,97.4,OBS_20240622_KER
2024-06-22,Rajasthan,27.0238,74.2179,2.3,30.2,35.0,997.2,85.0,OBS_20240622_RAJ
2024-06-22,Odisha,20.9517,85.0985,90.6,26.5,35.6,996.2,92.7,OBS_20240622_ODI
2024-06-22,Assam,26.2006,92.9376,88.4,30.8,32.7,995.0,93.3,OBS_20240622_ASS
2024-06-22,Punjab,31.1471,75.3412,0.0,29.6,33.8,995.9,86.9,OBS_20240622_PUN
2024-06-22,Tamil Nadu,11.1271,78.6569,7.6,32.9,22.9,999.6,62.7,OBS_20240622_TAM
2024-06-22,Andhra Pradesh,15.9129,79.74,6.4,30.8,30.3,996.1,94.8,OBS_20240622_AND
2024-06-22,West Bengal,22.9868,87.855,7.4,28.1,31.9,993.9,92.1,OBS_20240622_WES
2024-06-22,Madhya Pradesh,22.9734,78.6569,47.1,28.4,32.5,993.4,92.0,OBS_20240622_MAD
2024-06-22,Uttar Pradesh,26.8467,80.9462,1.4,26.4,23.7,992.6,95.3,OBS_20240622_UTT
2024-06-22,Karnataka,15.3173,75.7139,0.0,29.4,32.5,996.0,89.0,OBS_20240622_KAR
2024-06-22,Himachal Pradesh,31.1048,77.1734,131.3,27.1,33.2,995.4,80.7,OBS_20240622_HIM
2024-06-22,Bihar,25.0961,85.3131,77.0,29.4,28.0,995.3,87.8,OBS_20240622_BIH
2024-06-23,Gujarat,22.2587,71.1924,16.6,28.4,29.7,994.6,89.2,OBS_20240623_GUJ
2024-06-23,Maharashtra,19.7515,75.7139,42.4,31.4,30.8,996.3,88.0,OBS_20240623_MAH
2024-06-23,Kerala,10.8505,76.2711,124.4,30.8,35.0,996.0,90.0,OBS_20240623_KER
2024-06-23,Rajasthan,27.0238,74.2179,0.0,30.7,34.0,994.4,94.9,OBS_20240623_RAJ
2024-06-23,Odisha,20.9517,85.0985,177.6,28.1,36.1,996.7,75.8,OBS_20240623_ODI
2024-06-23,Assam,26.2006,92.9376,0.0,29.3,28.8,1000.9,90.8,OBS_20240623_ASS
2024-06-23,Punjab,31.1471,75.3412,4.6,27.3,31.1,997.5,91.3,OBS_20240623_PUN
2024-06-23,Tamil Nadu,11.1271,78.6569,0.0,27.8,21.5,1002.7,72.5,OBS_20240623_TAM
2024-06-23,Andhra Pradesh,15.9129,79.74,44.0,24.7,34.7,993.8,83.7,OBS_20240623_AND
2024-06-23,West Bengal,22.9868,87.855,0.0,29.8,39.1,995.2,88.2,OBS_20240623_WES
2024-06-23,Madhya Pradesh,22.9734,78.6569,8.9,27.9,28.5,995.5,71.7,OBS_20240623_MAD
2024-06-23,Uttar Pradesh,26.8467,80.9462,53.6,29.3,32.0,999.6,97.5,OBS_20240623_UTT
2024-06-23,Karnataka,15.3173,75.7139,180.6,30.9,35.5,993.3,85.0,OBS_20240623_KAR
2024-06-23,Himachal Pradesh,31.1048,77.1734,26.0,33.2,29.0,997.1,82.2,OBS_20240623_HIM
2024-06-23,Bihar,25.0961,85.3131,0.0,29.0,39.3,995.4,86.3,OBS_20240623_BIH
2024-06-24,Gujarat,22.2587,71.1924,0.0,31.2,32.4,994.2,92.8,OBS_20240624_GUJ
2024-06-24,Maharashtra,19.7515,75.7139,18.8,24.3,28.3,998.1,88.5,OBS_20240624_MAH
2024-06-24,Kerala,10.8505,76.2711,2.7,31.9,30.6,994.7,94.0,OBS_20240624_KER
2024-06-24,Rajasthan,27.0238,74.2179,79.9,29.1,34.2,993.5,87.8,OBS_20240624_RAJ
2024-06-24,Odisha,20.9517,85.0985,0.0,30.2,33.1,996.2,86.3,OBS_20240624_ODI
2024-06-24,Assam,26.2006,92.9376,8.1,27.1,36.2,994.7,73.0,OBS_20240624_ASS
2024-06-24,Punjab,31.1471,75.3412,0.7,25.9,28.3,995.7,89.8,OBS_20240624_PUN
2024-06-24,Tamil Nadu,11.1271,78.6569,10.4,29.7,15.2,1004.1,65.8,OBS_20240624_TAM
2024-06-24,Andhra Pradesh,15.9129,79.74,3.9,28.8,32.6,997.3,87.7,OBS_20240624_AND
2024-06-24,West Bengal,22.9868,87.855,0.0,27.8,27.0,993.7,94.7,OBS_20240624_WES
2024-06-24,Madhya Pradesh,22.9734,78.6569,83.6,30.8,36.1,998.1,76.6,OBS_20240624_MAD
2024-06-24,Uttar Pradesh,26.8467,80.9462,0.0,30.4,31.0,993.3,76.7,OBS_20240624_UTT
2024-06-24,Karnataka,15.3173,75.7139,56.3,35.1,26.4,995.4,98.2,OBS_20240624_KAR
2024-06-24,Himachal Pradesh,31.1048,77.1734,0.0,28.6,31.3,997.2,75.6,OBS_20240624_HIM
2024-06-24,Bihar,25.0961,85.3131,0.0,29.4,32.9,998.6,78.5,OBS_20240624_BIH
2024-06-25,Gujarat,22.2587,71.1924,0.0,28.7,30.9,996.1,93.2,OBS_20240625_GUJ
2024-06-25,Maharashtra,19.7515,75.7139,4.9,31.4,27.0,996.8,82.1,OBS_20240625_MAH
2024-06-25,Kerala,10.8505,76.2711,0.0,27.2,27.1,997.4,78.0,OBS_20240625_KER
2024-06-25,Rajasthan,27.0238,74.2179,10.5,24.7,28.7,999.2,92.5,OBS_20240625_RAJ
2024-06-25,Odisha,20.9517,85.0985,102.9,30.2,33.0,995.2,87.5,OBS_20240625_ODI
2024-06-25,Assam,26.2006,92.9376,137.9,28.1,31.5,992.9,86.6,OBS_20240625_ASS
2024-06-25,Punjab,31.1471,75.3412,10.9,33.8,35.0,995.3,89.6,OBS_20240625_PUN
2024-06-25,Tamil Nadu,11.1271,78.6569,4.7,31.5,17.1,1003.9,61.0,OBS_20240625_TAM
2024-06-25,Andhra Pradesh,15.9129,79.74,78.8,30.7,35.7,996.9,85.1,OBS_20240625_AND
2024-06-25,West Bengal,22.9868,87.855,12.7,34.2,36.9,996.3,89.9,OBS_20240625_WES
2024-06-25,Madhya Pradesh,22.9734,78.6569,137.7,27.6,31.6,993.6,97.7,OBS_20240625_MAD
2024-06-25,Uttar Pradesh,26.8467,80.9462,27.9,29.7,32.9,995.2,70.4,OBS_20240625_UTT
2024-06-25,Karnataka,15.3173,75.7139,189.7,28.1,34.7,997.1,88.1,OBS_20240625_KAR
2024-06-25,Himachal Pradesh,31.1048,77.1734,0.0,29.8,31.3,996.9,92.6,OBS_20240625_HIM
2024-06-25,Bihar,25.0961,85.3131,10.9,25.1,27.7,994.8,83.4,OBS_20240625_BIH
2024-06-26,Gujarat,22.2587,71.1924,109.5,27.9,30.0,998.4,70.9,OBS_20240626_GUJ
2024-06-26,Maharashtra,19.7515,75.7139,0.0,25.6,38.2,997.6,99.3,OBS_20240626_MAH
2024-06-26,Kerala,10.8505,76.2711,27.3,24.7,33.8,995.2,99.1,OBS_20240626_KER
2024-06-26,Rajasthan,27.0238,74.2179,40.5,27.5,31.1,996.7,90.2,OBS_20240626_RAJ
2024-06-26,Odisha,20.9517,85.0985,152.7,28.4,36.0,993.6,97.0,OBS_20240626_ODI
2024-06-26,Assam,26.2006,92.9376,197.0,30.8,24.3,997.1,79.0,OBS_20240626_ASS
2024-06-26,Punjab,31.1471,75.3412,0.0,26.8,31.4,997.1,85.6,OBS_20240626_PUN
2024-06-26,Tamil Nadu,11.1271,78.6569,15.1,27.7,14.8,1002.9,65.0,OBS_20240626_TAM
2024-06-26,Andhra Pradesh,15.9129,79.74,0.0,28.4,30.9,995.2,79.8,OBS_20240626_AND
2024-06-26,West Bengal,22.9868,87.855,102.9,34.2,39.1,994.4,94.8,OBS_20240626_WES
2024-06-26,Madhya Pradesh,22.9734,78.6569,0.0,24.9,31.4,997.4,79.0,OBS_20240626_MAD
2024-06-26,Uttar Pradesh,26.8467,80.9462,40.5,29.2,27.2,995.1,82.3,OBS_20240626_UTT
2024-06-26,Karnataka,15.3173,75.7139,23.3,28.2,36.7,999.0,75.1,OBS_20240626_KAR
2024-06-26,Himachal Pradesh,31.1048,77.1734,40.9,30.4,35.9,994.0,80.5,OBS_20240626_HIM
2024-06-26,Bihar,25.0961,85.3131,5.9,26.2,32.6,997.9,95.6,OBS_20240626_BIH
2024-06-27,Gujarat,22.2587,71.1924,122.4,32.3,31.7,995.2,90.7,OBS_20240627_GUJ
2024-06-27,Maharashtra,19.7515,75.7139,10.9,28.3,41.2,994.9,76.7,OBS_20240627_MAH
2024-06-27,Kerala,10.8505,76.2711,51.1,26.3,25.2,997.8,74.3,OBS_20240627_KER
2024-06-27,Rajasthan,27.0238,74.2179,125.9,31.6,30.9,994.9,90.2,OBS_20240627_RAJ
2024-06-27,Odisha,20.9517,85.0985,115.4,29.3,35.6,997.6,92.2,OBS_20240627_ODI
2024-06-27,Assam,26.2006,92.9376,276.0,34.9,32.0,997.0,74.0,OBS_20240627_ASS
2024-06-27,Punjab,31.1471,75.3412,15.3,26.8,34.0,995.0,83.1,OBS_20240627_PUN
2024-06-27,Tamil Nadu,11.1271,78.6569,12.8,29.3,14.9,1000.6,67.8,OBS_20240627_TAM
2024-06-27,Andhra Pradesh,15.9129,79.74,73.8,26.0,32.7,996.0,82.3,OBS_20240627_AND
2024-06-27,West Bengal,22.9868,87.855,45.6,29.2,31.8,997.3,98.1,OBS_20240627_WES
2024-06-27,Madhya Pradesh,22.9734,78.6569,26.5,29.5,34.8,991.8,88.0,OBS_20240627_MAD
2024-06-27,Uttar Pradesh,26.8467,80.9462,264.6,36.5,37.5,996.4,100.0,OBS_20240627_UTT
2024-06-27,Karnataka,15.3173,75.7139,16.9,33.2,31.0,997.1,84.4,OBS_20240627_KAR
2024-06-27,Himachal Pradesh,31.1048,77.1734,0.0,28.1,36.3,997.0,88.3,OBS_20240627_HIM
2024-06-27,Bihar,25.0961,85.3131,47.9,33.5,37.5,994.8,91.3,OBS_20240627_BIH
2024-06-28,Gujarat,22.2587,71.1924,15.3,25.7,35.7,992.3,85.1,OBS_20240628_GUJ
2024-06-28,Maharashtra,19.7515,75.7139,34.0,28.1,38.9,1001.5,72.1,OBS_20240628_MAH
2024-06-28,Kerala,10.8505,76.2711,0.0,28.6,39.0,993.4,74.6,OBS_20240628_KER
2024-06-28,Rajasthan,27.0238,74.2179,4.4,35.1,29.5,994.5,76.6,OBS_20240628_RAJ
2024-06-28,Odisha,20.9517,85.0985,96.1,32.0,32.1,995.3,98.7,OBS_20240628_ODI
2024-06-28,Assam,26.2006,92.9376,0.0,27.0,27.3,998.4,83.2,OBS_20240628_ASS
2024-06-28,Punjab,31.1471,75.3412,0.0,27.6,34.7,993.9,84.7,OBS_20240628_PUN
2024-06-28,Tamil Nadu,11.1271,78.6569,11.9,36.7,15.0,1002.1,70.5,OBS_20240628_TAM
2024-06-28,Andhra Pradesh,15.9129,79.74,49.7,27.7,36.5,999.3,81.1,OBS_20240628_AND
2024-06-28,West Bengal,22.9868,87.855,86.5,30.6,37.0,994.5,71.2,OBS_20240628_WES
2024-06-28,Madhya Pradesh,22.9734,78.6569,23.4,24.1,36.4,997.0,90.8,OBS_20240628_MAD
2024-06-28,Uttar Pradesh,26.8467,80.9462,88.7,33.3,31.6,999.5,92.0,OBS_20240628_UTT
2024-06-28,Karnataka,15.3173,75.7139,122.9,27.9,37.3,995.6,85.1,OBS_20240628_KAR
2024-06-28,Himachal Pradesh,31.1048,77.1734,15.1,24.2,32.9,995.6,95.5,OBS_20240628_HIM
2024-06-28,Bihar,25.0961,85.3131,5.1,29.8,36.1,997.6,85.3,OBS_20240628_BIH
2024-06-29,Gujarat,22.2587,71.1924,124.3,29.2,31.5,999.2,78.5,OBS_20240629_GUJ
2024-06-29,Maharashtra,19.7515,75.7139,98.6,27.9,36.9,992.4,82.2,OBS_20240629_MAH
2024-06-29,Kerala,10.8505,76.2711,1.0,29.4,33.4,996.7,85.0,OBS_20240629_KER
2024-06-29,Rajasthan,27.0238,74.2179,99.2,26.1,31.0,996.3,96.2,OBS_20240629_RAJ
2024-06-29,Odisha,20.9517,85.0985,12.5,29.8,34.9,995.8,80.8,OBS_20240629_ODI
2024-06-29,Assam,26.2006,92.9376,5.1,31.0,31.8,996.6,82.3,OBS_20240629_ASS
2024-06-29,Punjab,31.1471,75.3412,0.0,33.7,29.1,991.8,91.4,OBS_20240629_PUN
2024-06-29,Tamil Nadu,11.1271,78.6569,0.0,27.6,14.0,1004.9,65.3,OBS_20240629_TAM
2024-06-29,Andhra Pradesh,15.9129,79.74,0.0,28.7,37.0,994.0,91.9,OBS_20240629_AND
2024-06-29,West Bengal,22.9868,87.855,109.7,24.0,37.8,994.6,68.6,OBS_20240629_WES
2024-06-29,Madhya Pradesh,22.9734,78.6569,5.5,29.3,32.0,1000.4,88.2,OBS_20240629_MAD
2024-06-29,Uttar Pradesh,26.8467,80.9462,105.5,29.4,33.3,999.6,79.2,OBS_20240629_UTT
2024-06-29,Karnataka,15.3173,75.7139,97.7,27.3,32.9,995.0,78.1,OBS_20240629_KAR
2024-06-29,Himachal Pradesh,31.1048,77.1734,2.2,31.6,32.0,994.8,97.4,OBS_20240629_HIM
2024-06-29,Bihar,25.0961,85.3131,275.8,30.2,27.9,993.8,93.1,OBS_20240629_BIH
2024-06-30,Gujarat,22.2587,71.1924,0.0,31.4,30.6,994.2,92.1,OBS_20240630_GUJ
2024-06-30,Maharashtra,19.7515,75.7139,0.0,26.6,28.0,1001.0,78.7,OBS_20240630_MAH
2024-06-30,Kerala,10.8505,76.2711,4.9,27.2,31.2,997.6,89.9,OBS_20240630_KER
2024-06-30,Rajasthan,27.0238,74.2179,53.1,28.6,34.8,994.2,83.0,OBS_20240630_RAJ
2024-06-30,Odisha,20.9517,85.0985,2.9,30.4,37.9,995.7,99.5,OBS_20240630_ODI
2024-06-30,Assam,26.2006,92.9376,29.7,31.2,30.4,997.4,84.2,OBS_20240630_ASS
2024-06-30,Punjab,31.1471,75.3412,5.3,28.8,38.4,994.1,83.9,OBS_20240630_PUN
2024-06-30,Tamil Nadu,11.1271,78.6569,4.7,36.8,15.5,1003.8,60.6,OBS_20240630_TAM
2024-06-30,Andhra Pradesh,15.9129,79.74,0.0,30.6,32.7,996.6,73.5,OBS_20240630_AND
2024-06-30,West Bengal,22.9868,87.855,208.2,30.5,34.8,993.9,83.9,OBS_20240630_WES
2024-06-30,Madhya Pradesh,22.9734,78.6569,0.0,26.3,36.2,1000.7,75.5,OBS_20240630_MAD
2024-06-30,Uttar Pradesh,26.8467,80.9462,21.0,30.3,29.6,998.2,88.0,OBS_20240630_UTT
2024-06-30,Karnataka,15.3173,75.7139,8.8,26.9,33.8,996.0,87.2,OBS_20240630_KAR
2024-06-30,Himachal Pradesh,31.1048,77.1734,0.0,29.9,35.2,996.4,87.0,OBS_20240630_HIM
2024-06-30,Bihar,25.0961,85.3131,31.6,28.0,28.2,996.3,92.4,OBS_20240630_BIH
2024-07-01,Gujarat,22.2587,71.1924,13.9,28.9,27.0,993.3,92.9,OBS_20240701_GUJ
2024-07-01,Maharashtra,19.7515,75.7139,16.6,27.9,32.1,1000.0,93.8,OBS_20240701_MAH
2024-07-01,Kerala,10.8505,76.2711,0.0,28.6,35.9,995.8,96.5,OBS_20240701_KER
2024-07-01,Rajasthan,27.0238,74.2179,0.0,22.9,32.2,999.0,95.8,OBS_20240701_RAJ
2024-07-01,Odisha,20.9517,85.0985,2.5,30.7,28.7,995.7,94.4,OBS_20240701_ODI
2024-07-01,Assam,26.2006,92.9376,112.4,28.2,38.0,995.6,80.6,OBS_20240701_ASS
2024-07-01,Punjab,31.1471,75.3412,142.2,30.1,23.3,997.0,83.6,OBS_20240701_PUN
2024-07-01,Tamil Nadu,11.1271,78.6569,18.9,30.8,23.1,1004.6,67.1,OBS_20240701_TAM
2024-07-01,Andhra Pradesh,15.9129,79.74,122.4,30.2,30.6,995.3,88.5,OBS_20240701_AND
2024-07-01,West Bengal,22.9868,87.855,47.8,30.4,31.9,993.9,94.9,OBS_20240701_WES
2024-07-01,Madhya Pradesh,22.9734,78.6569,50.7,29.7,31.0,995.0,80.8,OBS_20240701_MAD
2024-07-01,Uttar Pradesh,26.8467,80.9462,3.2,30.5,30.6,997.8,89.6,OBS_20240701_UTT
2024-07-01,Karnataka,15.3173,75.7139,0.0,29.3,33.0,996.4,87.4,OBS_20240701_KAR
2024-07-01,Himachal Pradesh,31.1048,77.1734,0.0,24.3,34.3,994.0,80.5,OBS_20240701_HIM
2024-07-01,Bihar,25.0961,85.3131,6.3,29.7,33.2,994.7,89.6,OBS_20240701_BIH
2024-07-02,Gujarat,22.2587,71.1924,0.0,30.1,30.6,997.1,95.1,OBS_20240702_GUJ
2024-07-02,Maharashtra,19.7515,75.7139,0.0,30.1,35.3,997.4,88.5,OBS_20240702_MAH
2024-07-02,Kerala,10.8505,76.2711,144.7,33.3,28.9,996.2,75.7,OBS_20240702_KER
2024-07-02,Rajasthan,27.0238,74.2179,14.2,27.4,29.0,998.9,79.6,OBS_20240702_RAJ
2024-07-02,Odisha,20.9517,85.0985,24.2,29.9,27.9,995.2,88.1,OBS_20240702_ODI
2024-07-02,Assam,26.2006,92.9376,0.0,28.2,31.6,994.0,88.0,OBS_20240702_ASS
2024-07-02,Punjab,31.1471,75.3412,0.0,28.0,35.3,995.6,85.7,OBS_20240702_PUN
2024-07-02,Tamil Nadu,11.1271,78.6569,0.0,28.7,21.3,1004.1,57.5,OBS_20240702_TAM
2024-07-02,Andhra Pradesh,15.9129,79.74,47.0,29.9,35.6,996.7,85.0,OBS_20240702_AND
2024-07-02,West Bengal,22.9868,87.855,0.0,30.6,21.6,1001.4,84.3,OBS_20240702_WES
2024-07-02,Madhya Pradesh,22.9734,78.6569,7.6,24.3,31.1,996.0,84.0,OBS_20240702_MAD
2024-07-02,Uttar Pradesh,26.8467,80.9462,132.8,34.3,27.8,993.2,77.7,OBS_20240702_UTT
2024-07-02,Karnataka,15.3173,75.7139,56.2,24.8,41.9,994.5,94.1,OBS_20240702_KAR
2024-07-02,Himachal Pradesh,31.1048,77.1734,0.0,29.6,36.5,995.2,100.0,OBS_20240702_HIM
2024-07-02,Bihar,25.0961,85.3131,6.8,29.6,36.7,998.8,94.8,OBS_20240702_BIH
2024-07-03,Gujarat,22.2587,71.1924,2.6,27.7,37.3,993.1,66.9,OBS_20240703_GUJ
2024-07-03,Maharashtra,19.7515,75.7139,109.6,30.7,34.6,990.9,92.3,OBS_20240703_MAH
2024-07-03,Kerala,10.8505,76.2711,105.7,30.9,32.4,994.5,84.4,OBS_20240703_KER
2024-07-03,Rajasthan,27.0238,74.2179,113.4,28.7,33.0,995.3,80.2,OBS_20240703_RAJ
2024-07-03,Odisha,20.9517,85.0985,39.1,34.8,24.0,996.1,78.7,OBS_20240703_ODI
2024-07-03,Assam,26.2006,92.9376,0.0,28.0,26.2,999.0,84.2,OBS_20240703_ASS
2024-07-03,Punjab,31.1471,75.3412,30.4,30.0,36.6,997.7,76.4,OBS_20240703_PUN
2024-07-03,Tamil Nadu,11.1271,78.6569,1.7,27.6,14.3,1001.7,61.9,OBS_20240703_TAM
2024-07-03,Andhra Pradesh,15.9129,79.74,14.8,27.9,27.6,995.1,84.7,OBS_20240703_AND
2024-07-03,West Bengal,22.9868,87.855,0.0,27.8,28.8,996.0,82.3,OBS_20240703_WES
2024-07-03,Madhya Pradesh,22.9734,78.6569,15.1,30.1,33.4,998.7,84.5,OBS_20240703_MAD
2024-07-03,Uttar Pradesh,26.8467,80.9462,72.7,29.5,31.9,1000.0,90.4,OBS_20240703_UTT
2024-07-03,Karnataka,15.3173,75.7139,92.8,29.0,26.7,993.5,89.1,OBS_20240703_KAR
2024-07-03,Himachal Pradesh,31.1048,77.1734,0.7,33.0,29.5,999.0,93.1,OBS_20240703_HIM
2024-07-03,Bihar,25.0961,85.3131,88.4,28.0,31.0,998.3,93.5,OBS_20240703_BIH
2024-07-04,Gujarat,22.2587,71.1924,6.5,29.7,32.1,994.3,80.1,OBS_20240704_GUJ
2024-07-04,Maharashtra,19.7515,75.7139,67.9,31.0,27.3,998.2,81.1,OBS_20240704_MAH
2024-07-04,Kerala,10.8505,76.2711,48.5,27.3,35.4,996.0,90.8,OBS_20240704_KER
2024-07-04,Rajasthan,27.0238,74.2179,0.0,27.3,31.8,994.2,92.6,OBS_20240704_RAJ
2024-07-04,Odisha,20.9517,85.0985,115.1,30.2,32.3,996.2,83.5,OBS_20240704_ODI
2024-07-04,Assam,26.2006,92.9376,153.7,30.7,32.2,995.7,82.7,OBS_20240704_ASS
2024-07-04,Punjab,31.1471,75.3412,0.0,28.9,30.5,997.2,85.2,OBS_20240704_PUN
2024-07-04,Tamil Nadu,11.1271,78.6569,0.0,36.1,18.3,1001.0,63.1,OBS_20240704_TAM
2024-07-04,Andhra Pradesh,15.9129,79.74,16.2,30.7,36.6,996.5,75.8,OBS_20240704_AND
2024-07-04,West Bengal,22.9868,87.855,15.6,31.7,36.4,997.3,81.7,OBS_20240704_WES
2024-07-04,Madhya Pradesh,22.9734,78.6569,3.0,31.9,32.4,995.4,99.5,OBS_20240704_MAD
2024-07-04,Uttar Pradesh,26.8467,80.9462,2.8,25.2,36.0,993.2,84.2,OBS_20240704_UTT
2024-07-04,Karnataka,15.3173,75.7139,4.6,27.2,33.5,997.3,83.9,OBS_20240704_KAR
2024-07-04,Himachal Pradesh,31.1048,77.1734,15.3,27.0,33.2,995.5,75.3,OBS_20240704_HIM
2024-07-04,Bihar,25.0961,85.3131,0.9,28.7,24.7,994.1,87.9,OBS_20240704_BIH
2024-07-05,Gujarat,22.2587,71.1924,5.9,26.3,31.4,994.8,84.0,OBS_20240705_GUJ
2024-07-05,Maharashtra,19.7515,75.7139,79.0,27.4,32.2,992.9,86.5,OBS_20240705_MAH
2024-07-05,Kerala,10.8505,76.2711,46.3,29.4,34.4,994.5,97.0,OBS_20240705_KER
2024-07-05,Rajasthan,27.0238,74.2179,21.4,27.2,29.7,998.0,85.2,OBS_20240705_RAJ
2024-07-05,Odisha,20.9517,85.0985,92.2,33.5,29.4,995.4,93.6,OBS_20240705_ODI
2024-07-05,Assam,26.2006,92.9376,47.6,26.1,29.2,996.6,81.4,OBS_20240705_ASS
2024-07-05,Punjab,31.1471,75.3412,11.0,28.3,31.1,994.6,94.3,OBS_20240705_PUN
2024-07-05,Tamil Nadu,11.1271,78.6569,7.5,31.8,22.3,1004.3,60.6,OBS_20240705_TAM
2024-07-05,Andhra Pradesh,15.9129,79.74,26.6,27.6,33.9,994.0,87.5,OBS_20240705_AND
2024-07-05,West Bengal,22.9868,87.855,0.8,34.5,36.4,997.1,84.3,OBS_20240705_WES
2024-07-05,Madhya Pradesh,22.9734,78.6569,74.4,34.4,28.8,994.6,94.9,OBS_20240705_MAD
2024-07-05,Uttar Pradesh,26.8467,80.9462,0.0,23.9,36.0,995.1,82.1,OBS_20240705_UTT
2024-07-05,Karnataka,15.3173,75.7139,130.3,32.0,31.0,991.1,100.0,OBS_20240705_KAR
2024-07-05,Himachal Pradesh,31.1048,77.1734,0.0,29.8,40.0,996.0,65.0,OBS_20240705_HIM
2024-07-05,Bihar,25.0961,85.3131,0.0,32.1,39.9,995.8,88.0,OBS_20240705_BIH
2024-07-06,Gujarat,22.2587,71.1924,123.8,28.0,24.6,996.1,80.5,OBS_20240706_GUJ
2024-07-06,Maharashtra,19.7515,75.7139,56.6,24.1,37.3,996.5,83.9,OBS_20240706_MAH
2024-07-06,Kerala,10.8505,76.2711,13.4,27.0,26.8,996.2,89.7,OBS_20240706_KER
2024-07-06,Rajasthan,27.0238,74.2179,24.0,29.3,35.7,993.8,96.7,OBS_20240706_RAJ
2024-07-06,Odisha,20.9517,85.0985,74.1,28.4,31.8,994.8,74.2,OBS_20240706_ODI
2024-07-06,Assam,26.2006,92.9376,0.0,26.6,29.6,997.3,82.5,OBS_20240706_ASS
2024-07-06,Punjab,31.1471,75.3412,0.0,33.9,33.8,995.0,87.2,OBS_20240706_PUN
2024-07-06,Tamil Nadu,11.1271,78.6569,0.0,35.4,17.9,1002.0,69.7,OBS_20240706_TAM
2024-07-06,Andhra Pradesh,15.9129,79.74,53.3,22.0,34.7,998.6,76.0,OBS_20240706_AND
2024-07-06,West Bengal,22.9868,87.855,180.1,25.0,34.0,992.9,80.7,OBS_20240706_WES
2024-07-06,Madhya Pradesh,22.9734,78.6569,66.6,30.6,32.8,995.5,93.9,OBS_20240706_MAD
