forecast_id,initialization_time,valid_time,region,zone,latitude,longitude,lead_day,rainfall_forecast,rainfall_observed,temperature_forecast,temperature_observed,wind_forecast,wind_observed,pressure_forecast,pressure_observed,humidity_forecast,humidity_observed,absolute_error,signed_error,relative_error,ensemble_mean,ensemble_spread,ensemble_min,ensemble_max,spatial_variability,data_source,variable
FCST_20240710_GUJ_D7,2024-07-10,2024-07-17,Gujarat,West,22.2587,71.1924,7,283.1,33.0,27.0,26.6,43.4,44.5,991.4,991.8,96.6,92.6,250.1,250.1,7.356,260.4,106.41,68.9,494.5,135.82,DEMO DATA,rainfall
FCST_20240710_GUJ_D8,2024-07-10,2024-07-18,Gujarat,West,22.2587,71.1924,8,17.3,20.2,24.4,27.7,38.5,40.1,990.8,990.8,95.8,88.6,2.9,-2.9,0.137,18.0,10.7,0.0,41.5,3.87,DEMO DATA,rainfall
FCST_20240710_GUJ_D9,2024-07-10,2024-07-19,Gujarat,West,22.2587,71.1924,9,0.0,0.0,27.0,28.9,41.5,40.5,992.0,989.9,99.0,90.6,0.0,0.0,0.0,-2.5,11.01,0.0,21.7,16.92,DEMO DATA,rainfall
FCST_20240710_GUJ_D10,2024-07-10,2024-07-20,Gujarat,West,22.2587,71.1924,10,0.0,124.4,25.3,26.3,43.3,42.2,992.6,992.5,99.0,89.5,124.4,-124.4,0.992,-7.5,44.66,0.0,90.8,38.4,DEMO DATA,rainfall
FCST_20240710_MAH_D1,2024-07-10,2024-07-11,Maharashtra,West-Central,19.7515,75.7139,1,46.6,66.1,27.2,28.3,42.5,42.0,990.7,990.4,99.0,96.5,19.5,-19.5,0.291,47.3,5.82,36.8,60.1,7.07,DEMO DATA,rainfall
FCST_20240710_MAH_D2,2024-07-10,2024-07-12,Maharashtra,West-Central,19.7515,75.7139,2,56.8,142.0,27.4,27.9,43.4,43.7,990.6,989.9,98.8,95.3,85.2,-85.2,0.596,45.3,35.95,0.0,124.4,28.9,DEMO DATA,rainfall
FCST_20240710_MAH_D3,2024-07-10,2024-07-13,Maharashtra,West-Central,19.7515,75.7139,3,18.4,25.8,27.8,29.0,41.4,41.9,991.1,991.1,99.0,100.0,7.4,-7.4,0.276,16.8,6.71,4.7,31.6,12.67,DEMO DATA,rainfall
FCST_20240710_MAH_D4,2024-07-10,2024-07-14,Maharashtra,West-Central,19.7515,75.7139,4,123.1,134.8,27.5,27.3,40.3,41.1,989.9,990.2,99.0,100.0,11.7,-11.7,0.086,121.3,10.4,102.6,144.2,44.5,DEMO DATA,rainfall
FCST_20240710_MAH_D5,2024-07-10,2024-07-15,Maharashtra,West-Central,19.7515,75.7139,5,73.2,39.9,25.4,27.2,40.4,39.5,991.5,990.5,97.1,100.0,33.3,33.3,0.814,78.0,14.72,51.5,110.4,9.85,DEMO DATA,rainfall
FCST_20240710_MAH_D6,2024-07-10,2024-07-16,Maharashtra,West-Central,19.7515,75.7139,6,51.1,27.8,25.8,26.0,40.3,37.1,988.3,986.4,97.8,99.8,23.3,23.3,0.809,50.1,19.33,15.3,92.6,16.21,DEMO DATA,rainfall
FCST_20240710_MAH_D7,2024-07-10,2024-07-17,Maharashtra,West-Central,19.7515,75.7139,7,188.3,180.9,25.2,28.9,39.3,34.3,991.8,991.2,98.2,96.4,7.4,7.4,0.041,191.2,11.17,171.1,215.8,9.12,DEMO DATA,rainfall
FCST_20240710_MAH_D8,2024-07-10,2024-07-18,Maharashtra,West-Central,19.7515,75.7139,8,178.8,132.9,26.5,26.8,39.8,40.1,989.8,990.6,98.9,99.6,45.9,45.9,0.343,175.0,22.16,135.1,223.8,133.95,DEMO DATA,rainfall
FCST_20240710_MAH_D9,2024-07-10,2024-07-19,Maharashtra,West-Central,19.7515,75.7139,9,0.0,0.0,26.7,28.3,43.4,45.7,992.3,994.3,95.4,90.3,0.0,0.0,0.0,-0.0,11.01,0.0,24.2,3.82,DEMO DATA,rainfall
FCST_20240710_MAH_D10,2024-07-10,2024-07-20,Maharashtra,West-Central,19.7515,75.7139,10,55.0,136.2,26.6,25.0,42.9,43.3,989.9,989.1,99.0,96.4,81.2,-81.2,0.592,46.4,54.17,0.0,165.6,5.48,DEMO DATA,rainfall
FCST_20240710_KER_D1,2024-07-10,2024-07-11,Kerala,South,10.8505,76.2711,1,44.6,28.5,26.6,26.0,40.8,40.6,991.7,990.9,97.7,97.0,16.1,16.1,0.546,42.3,8.31,27.3,60.6,19.47,DEMO DATA,rainfall
FCST_20240710_KER_D2,2024-07-10,2024-07-12,Kerala,South,10.8505,76.2711,2,63.0,79.8,27.0,26.5,41.1,38.5,991.0,991.7,97.1,96.3,16.8,-16.8,0.208,65.5,10.82,46.0,89.3,47.24,DEMO DATA,rainfall
FCST_20240710_KER_D3,2024-07-10,2024-07-13,Kerala,South,10.8505,76.2711,3,50.2,47.9,27.3,26.9,42.3,40.5,990.9,989.9,94.7,90.7,2.3,2.3,0.047,50.3,4.17,42.8,59.5,5.8,DEMO DATA,rainfall
FCST_20240710_KER_D4,2024-07-10,2024-07-14,Kerala,South,10.8505,76.2711,4,31.4,111.5,28.7,29.2,41.2,44.8,991.1,991.2,98.1,98.0,80.1,-80.1,0.712,34.9,23.94,0.0,87.6,7.02,DEMO DATA,rainfall
FCST_20240710_KER_D5,2024-07-10,2024-07-15,Kerala,South,10.8505,76.2711,5,6.1,9.1,27.1,27.6,42.2,38.4,990.6,989.9,97.3,100.0,3.0,-3.0,0.297,4.9,7.11,0.0,20.5,9.06,DEMO DATA,rainfall
FCST_20240710_KER_D6,2024-07-10,2024-07-16,Kerala,South,10.8505,76.2711,6,58.5,151.5,26.2,24.2,36.7,31.5,991.3,991.2,91.2,96.9,93.0,-93.0,0.61,43.0,51.57,0.0,156.5,22.75,DEMO DATA,rainfall
FCST_20240710_KER_D7,2024-07-10,2024-07-17,Kerala,South,10.8505,76.2711,7,38.0,57.2,27.4,25.9,37.3,34.7,991.2,991.7,97.9,100.0,19.2,-19.2,0.33,37.3,18.1,4.7,77.1,10.09,DEMO DATA,rainfall
FCST_20240710_KER_D8,2024-07-10,2024-07-18,Kerala,South,10.8505,76.2711,8,0.0,0.0,25.6,27.5,43.9,45.1,990.5,988.7,95.7,100.0,0.0,0.0,0.0,0.3,9.62,0.0,21.5,14.54,DEMO DATA,rainfall
FCST_20240710_KER_D9,2024-07-10,2024-07-19,Kerala,South,10.8505,76.2711,9,4.1,0.0,28.6,26.9,40.4,38.4,992.1,993.4,90.4,96.4,4.1,4.1,4.1,0.2,12.23,0.0,27.1,1.27,DEMO DATA,rainfall
FCST_20240710_KER_D10,2024-07-10,2024-07-20,Kerala,South,10.8505,76.2711,10,100.7,60.7,24.9,27.4,43.9,46.8,992.5,990.5,99.0,100.0,40.0,40.0,0.648,97.2,33.9,36.2,171.8,62.2,DEMO DATA,rainfall
FCST_20240710_RAJ_D1,2024-07-10,2024-07-11,Rajasthan,Northwest,27.0238,74.2179,1,9.1,0.0,25.9,25.5,42.2,43.0,991.7,991.5,97.3,94.4,9.1,9.1,9.1,8.7,5.23,0.0,20.2,1.1,DEMO DATA,rainfall
FCST_20240710_RAJ_D2,2024-07-10,2024-07-12,Rajasthan,Northwest,27.0238,74.2179,2,14.5,12.7,26.7,26.2,39.4,42.7,991.2,990.5,94.7,92.3,1.8,1.8,0.131,14.7,2.73,9.8,20.7,13.07,DEMO DATA,rainfall
FCST_20240710_RAJ_D3,2024-07-10,2024-07-13,Rajasthan,Northwest,27.0238,74.2179,3,24.5,35.2,27.0,26.8,43.0,42.2,990.0,990.5,96.0,91.9,10.7,-10.7,0.296,26.8,5.81,16.3,39.6,9.61,DEMO DATA,rainfall
FCST_20240710_RAJ_D4,2024-07-10,2024-07-14,Rajasthan,Northwest,27.0238,74.2179,4,4.1,7.0,27.6,27.3,42.8,40.9,990.5,988.9,95.7,95.9,2.9,-2.9,0.362,3.9,5.28,0.0,15.5,4.08,DEMO DATA,rainfall
FCST_20240710_RAJ_D5,2024-07-10,2024-07-15,Rajasthan,Northwest,27.0238,74.2179,5,27.1,20.7,28.1,26.9,41.7,42.0,990.7,990.9,98.9,100.0,6.4,6.4,0.295,28.6,7.42,15.2,44.9,18.78,DEMO DATA,rainfall
FCST_20240710_RAJ_D6,2024-07-10,2024-07-16,Rajasthan,Northwest,27.0238,74.2179,6,40.2,45.1,26.3,25.7,44.1,45.4,992.1,991.2,97.7,94.5,4.9,-4.9,0.106,38.5,9.2,21.9,58.7,1.89,DEMO DATA,rainfall
FCST_20240710_RAJ_D7,2024-07-10,2024-07-17,Rajasthan,Northwest,27.0238,74.2179,7,7.2,13.2,27.8,28.9,43.1,41.4,990.3,989.7,95.4,95.4,6.0,-6.0,0.423,9.0,10.73,0.0,32.6,5.25,DEMO DATA,rainfall
FCST_20240710_RAJ_D8,2024-07-10,2024-07-18,Rajasthan,Northwest,27.0238,74.2179,8,5.8,1.0,28.2,32.0,40.0,40.4,993.1,993.1,99.0,97.7,4.8,4.8,2.4,0.8,11.55,0.0,26.2,29.54,DEMO DATA,rainfall
FCST_20240710_RAJ_D9,2024-07-10,2024-07-19,Rajasthan,Northwest,27.0238,74.2179,9,38.2,134.2,26.6,24.1,38.6,38.3,992.1,994.1,96.2,93.3,96.0,-96.0,0.71,42.9,48.33,0.0,149.2,31.84,DEMO DATA,rainfall
FCST_20240710_RAJ_D10,2024-07-10,2024-07-20,Rajasthan,Northwest,27.0238,74.2179,10,4.1,95.6,26.5,26.8,43.4,46.9,991.9,993.6,99.0,100.0,91.5,-91.5,0.947,-1.2,55.15,0.0,120.1,15.49,DEMO DATA,rainfall
FCST_20240710_ODI_D1,2024-07-10,2024-07-11,Odisha,East,20.9517,85.0985,1,0.0,0.0,27.2,27.9,42.3,42.4,991.0,992.1,98.9,99.8,0.0,0.0,0.0,0.1,1.5,0.0,3.4,1.51,DEMO DATA,rainfall
FCST_20240710_ODI_D2,2024-07-10,2024-07-12,Odisha,East,20.9517,85.0985,2,75.2,70.8,26.3,25.4,42.2,42.5,991.2,990.5,99.0,100.0,4.4,4.4,0.061,75.1,4.39,67.2,84.8,25.47,DEMO DATA,rainfall
FCST_20240710_ODI_D3,2024-07-10,2024-07-13,Odisha,East,20.9517,85.0985,3,12.9,8.1,27.4,27.0,41.6,43.4,990.2,990.3,97.5,99.5,4.8,4.8,0.527,13.0,4.31,5.2,22.5,8.16,DEMO DATA,rainfall
FCST_20240710_ODI_D4,2024-07-10,2024-07-14,Odisha,East,20.9517,85.0985,4,16.3,25.0,27.5,26.9,40.2,41.9,989.1,988.0,99.0,100.0,8.7,-8.7,0.335,14.7,6.74,2.6,29.5,9.46,DEMO DATA,rainfall
FCST_20240710_ODI_D5,2024-07-10,2024-07-15,Odisha,East,20.9517,85.0985,5,28.4,16.9,26.9,26.4,42.9,42.6,990.0,989.2,96.1,89.8,11.5,11.5,0.642,31.2,9.83,13.5,52.8,5.53,DEMO DATA,rainfall
FCST_20240710_ODI_D6,2024-07-10,2024-07-16,Odisha,East,20.9517,85.0985,6,5.1,18.1,25.6,27.8,41.6,42.7,991.1,991.6,99.0,100.0,13.0,-13.0,0.681,7.4,12.15,0.0,34.1,16.07,DEMO DATA,rainfall
FCST_20240710_ODI_D7,2024-07-10,2024-07-17,Odisha,East,20.9517,85.0985,7,0.0,0.7,26.3,25.1,43.3,42.9,991.3,989.7,97.9,97.6,0.7,-0.7,0.412,2.8,8.63,0.0,21.8,4.05,DEMO DATA,rainfall
FCST_20240710_ODI_D8,2024-07-10,2024-07-18,Odisha,East,20.9517,85.0985,8,30.3,12.8,26.2,29.8,42.4,46.0,990.0,990.3,91.8,98.4,17.5,17.5,1.268,26.6,17.9,0.0,66.0,30.46,DEMO DATA,rainfall
FCST_20240710_ODI_D9,2024-07-10,2024-07-19,Odisha,East,20.9517,85.0985,9,30.1,132.1,25.9,25.1,41.6,40.1,988.9,987.2,89.7,92.6,102.0,-102.0,0.766,31.1,65.38,0.0,174.9,18.79,DEMO DATA,rainfall
FCST_20240710_ODI_D10,2024-07-10,2024-07-20,Odisha,East,20.9517,85.0985,10,48.7,12.5,27.4,32.7,46.9,47.3,989.5,992.3,95.6,96.7,36.2,36.2,2.681,38.2,24.79,0.0,92.7,13.98,DEMO DATA,rainfall
FCST_20240710_ASS_D1,2024-07-10,2024-07-11,Assam,Northeast,26.2006,92.9376,1,0.0,0.0,26.8,27.2,43.6,41.2,990.6,990.2,95.8,93.9,0.0,0.0,0.0,-0.6,1.5,0.0,2.7,1.72,DEMO DATA,rainfall
FCST_20240710_ASS_D2,2024-07-10,2024-07-12,Assam,Northeast,26.2006,92.9376,2,23.8,31.6,26.9,26.3,39.3,40.8,991.8,992.3,97.6,97.1,7.8,-7.8,0.239,24.4,5.51,14.5,36.5,16.27,DEMO DATA,rainfall
FCST_20240710_ASS_D3,2024-07-10,2024-07-13,Assam,Northeast,26.2006,92.9376,3,84.1,17.5,26.2,26.3,41.5,39.8,992.1,992.5,99.0,100.0,66.6,66.6,3.6,90.1,33.9,29.1,164.7,63.88,DEMO DATA,rainfall
FCST_20240710_ASS_D4,2024-07-10,2024-07-14,Assam,Northeast,26.2006,92.9376,4,101.6,13.2,26.9,24.6,44.2,43.1,992.0,990.7,97.2,100.0,88.4,88.4,6.225,103.1,41.95,27.6,195.4,11.63,DEMO DATA,rainfall
FCST_20240710_ASS_D5,2024-07-10,2024-07-15,Assam,Northeast,26.2006,92.9376,5,7.3,106.6,27.6,27.6,43.3,42.2,990.5,990.5,98.3,95.1,99.3,-99.3,0.923,3.6,42.75,0.0,97.7,0.79,DEMO DATA,rainfall
FCST_20240710_ASS_D6,2024-07-10,2024-07-16,Assam,Northeast,26.2006,92.9376,6,174.7,190.9,26.2,25.8,40.1,42.0,990.8,991.6,99.0,89.9,16.2,-16.2,0.084,177.2,13.03,153.7,205.9,92.12,DEMO DATA,rainfall
FCST_20240710_ASS_D7,2024-07-10,2024-07-17,Assam,Northeast,26.2006,92.9376,7,169.4,154.7,27.7,28.0,38.9,33.1,991.0,991.5,94.0,95.8,14.7,14.7,0.094,171.8,14.38,145.9,203.4,25.31,DEMO DATA,rainfall
FCST_20240710_ASS_D8,2024-07-10,2024-07-18,Assam,Northeast,26.2006,92.9376,8,40.0,39.8,26.7,28.3,38.9,39.2,991.1,992.0,99.0,100.0,0.2,0.2,0.005,39.6,9.69,22.2,60.9,13.74,DEMO DATA,rainfall
FCST_20240710_ASS_D9,2024-07-10,2024-07-19,Assam,Northeast,26.2006,92.9376,9,89.4,91.4,25.4,24.9,36.7,38.3,990.3,990.4,99.0,90.1,2.0,-2.0,0.022,87.6,11.98,66.0,114.0,72.42,DEMO DATA,rainfall
FCST_20240710_ASS_D10,2024-07-10,2024-07-20,Assam,Northeast,26.2006,92.9376,10,61.6,10.9,24.6,24.3,40.7,43.5,991.6,990.9,99.0,100.0,50.7,50.7,4.261,62.5,31.89,5.1,132.7,83.22,DEMO DATA,rainfall
FCST_20240710_PUN_D1,2024-07-10,2024-07-11,Punjab,North,31.1471,75.3412,1,5.0,0.0,26.8,26.2,42.3,41.2,991.8,991.7,98.2,95.4,5.0,5.0,5.0,5.0,3.54,0.0,12.8,5.84,DEMO DATA,rainfall
FCST_20240710_PUN_D2,2024-07-10,2024-07-12,Punjab,North,31.1471,75.3412,2,22.8,20.3,26.5,25.6,40.8,41.5,991.3,991.0,95.9,99.4,2.5,2.5,0.117,23.2,3.05,17.7,29.9,8.26,DEMO DATA,rainfall
FCST_20240710_PUN_D3,2024-07-10,2024-07-13,Punjab,North,31.1471,75.3412,3,17.7,17.2,26.7,25.4,40.9,38.8,990.0,989.8,99.0,100.0,0.5,0.5,0.027,17.3,3.28,11.4,24.5,8.95,DEMO DATA,rainfall
FCST_20240710_PUN_D4,2024-07-10,2024-07-14,Punjab,North,31.1471,75.3412,4,33.1,35.8,27.0,27.3,40.5,42.5,992.6,993.4,98.1,94.9,2.7,-2.7,0.073,31.9,5.3,22.4,43.6,21.15,DEMO DATA,rainfall
FCST_20240710_PUN_D5,2024-07-10,2024-07-15,Punjab,North,31.1471,75.3412,5,34.5,31.1,26.7,28.5,46.0,46.8,991.1,991.2,93.2,96.1,3.4,3.4,0.106,35.2,7.31,22.0,51.3,29.49,DEMO DATA,rainfall
FCST_20240710_PUN_D6,2024-07-10,2024-07-16,Punjab,North,31.1471,75.3412,6,63.7,69.1,27.0,26.8,43.0,45.8,992.0,992.0,97.5,94.3,5.4,-5.4,0.077,67.4,9.2,50.8,87.6,10.56,DEMO DATA,rainfall
FCST_20240710_PUN_D7,2024-07-10,2024-07-17,Punjab,North,31.1471,75.3412,7,49.3,152.4,26.4,25.0,45.3,45.2,988.3,988.3,97.9,97.2,103.1,-103.1,0.672,44.6,55.14,0.0,165.9,17.41,DEMO DATA,rainfall
FCST_20240710_PUN_D8,2024-07-10,2024-07-18,Punjab,North,31.1471,75.3412,8,30.1,22.3,25.8,28.0,41.5,40.2,992.0,991.9,99.0,98.3,7.8,7.8,0.335,32.3,13.54,7.9,62.1,6.8,DEMO DATA,rainfall
FCST_20240710_PUN_D9,2024-07-10,2024-07-19,Punjab,North,31.1471,75.3412,9,0.0,3.3,28.0,33.1,41.6,42.2,993.1,993.7,99.0,97.5,3.3,-3.3,0.767,0.3,11.95,0.0,26.6,20.56,DEMO DATA,rainfall
FCST_20240710_PUN_D10,2024-07-10,2024-07-20,Punjab,North,31.1471,75.3412,10,9.8,0.0,26.1,26.2,37.5,35.9,992.6,991.0,95.5,93.0,9.8,9.8,9.8,2.2,17.4,0.0,40.5,3.9,DEMO DATA,rainfall
FCST_20240710_TAM_D1,2024-07-10,2024-07-11,Tamil Nadu,South,11.1271,78.6569,1,0.0,3.9,32.3,32.5,18.5,19.7,1003.0,1002.5,62.7,66.5,3.9,-3.9,0.796,-0.0,2.46,0.0,5.4,7.81,DEMO DATA,rainfall
FCST_20240710_TAM_D2,2024-07-10,2024-07-12,Tamil Nadu,South,11.1271,78.6569,2,0.0,0.0,31.4,30.9,16.7,16.9,1002.7,1002.6,65.6,65.7,0.0,0.0,0.0,-0.5,1.95,0.0,3.8,2.33,DEMO DATA,rainfall
FCST_20240710_TAM_D3,2024-07-10,2024-07-13,Tamil Nadu,South,11.1271,78.6569,3,8.8,11.5,31.1,29.9,17.0,17.3,1003.5,1004.0,62.9,60.6,2.7,-2.7,0.216,6.7,4.03,0.0,15.6,1.6,DEMO DATA,rainfall
FCST_20240710_TAM_D4,2024-07-10,2024-07-14,Tamil Nadu,South,11.1271,78.6569,4,26.4,26.1,32.4,32.3,16.6,18.6,1002.7,1004.0,64.7,68.9,0.3,0.3,0.011,25.3,4.43,17.3,35.0,6.13,DEMO DATA,rainfall
FCST_20240710_TAM_D5,2024-07-10,2024-07-15,Tamil Nadu,South,11.1271,78.6569,5,22.3,18.7,30.6,29.6,15.0,16.7,1004.0,1005.1,62.2,61.1,3.6,3.6,0.183,22.0,6.79,9.8,36.9,9.78,DEMO DATA,rainfall
FCST_20240710_TAM_D6,2024-07-10,2024-07-16,Tamil Nadu,South,11.1271,78.6569,6,0.0,5.1,31.9,34.4,20.6,19.4,1002.1,1002.6,62.3,51.7,5.1,-5.1,0.836,-0.2,8.95,0.0,19.5,11.22,DEMO DATA,rainfall
FCST_20240710_TAM_D7,2024-07-10,2024-07-17,Tamil Nadu,South,11.1271,78.6569,7,0.0,9.9,30.6,31.4,19.5,14.2,1000.8,999.4,61.6,58.3,9.9,-9.9,0.908,1.3,12.2,0.0,28.1,1.78,DEMO DATA,rainfall
FCST_20240710_TAM_D8,2024-07-10,2024-07-18,Tamil Nadu,South,11.1271,78.6569,8,1.6,5.1,31.9,32.0,18.1,22.0,1003.3,1005.8,68.6,62.9,3.5,-3.5,0.574,3.5,11.09,0.0,27.9,3.75,DEMO DATA,rainfall
FCST_20240710_TAM_D9,2024-07-10,2024-07-19,Tamil Nadu,South,11.1271,78.6569,9,10.7,2.3,32.0,35.0,21.6,20.1,1000.9,1000.8,65.8,65.5,8.4,8.4,2.545,15.0,15.44,0.0,49.0,27.73,DEMO DATA,rainfall
FCST_20240710_TAM_D10,2024-07-10,2024-07-20,Tamil Nadu,South,11.1271,78.6569,10,14.0,138.6,29.8,27.5,17.9,16.5,1004.1,1003.9,58.7,61.6,124.6,-124.6,0.893,5.9,45.73,0.0,106.5,36.05,DEMO DATA,rainfall
FCST_20240710_AND_D1,2024-07-10,2024-07-11,Andhra Pradesh,South-East,15.9129,79.74,1,0.0,0.0,26.7,25.6,41.5,39.9,991.2,991.2,98.3,96.5,0.0,0.0,0.0,0.3,1.5,0.0,3.6,1.48,DEMO DATA,rainfall
FCST_20240710_AND_D2,2024-07-10,2024-07-12,Andhra Pradesh,South-East,15.9129,79.74,2,51.7,73.0,26.9,27.9,43.7,40.0,990.7,991.2,99.0,98.1,21.3,-21.3,0.288,48.5,10.38,29.8,71.3,10.62,DEMO DATA,rainfall
FCST_20240710_AND_D3,2024-07-10,2024-07-13,Andhra Pradesh,South-East,15.9129,79.74,3,14.2,14.9,27.1,26.3,42.0,41.1,990.1,989.2,96.6,90.8,0.7,-0.7,0.044,13.9,3.48,7.6,21.6,1.01,DEMO DATA,rainfall
FCST_20240710_AND_D4,2024-07-10,2024-07-14,Andhra Pradesh,South-East,15.9129,79.74,4,19.1,19.8,27.8,27.9,38.9,37.5,991.0,990.0,96.6,94.0,0.7,-0.7,0.034,18.7,4.72,10.2,29.1,10.12,DEMO DATA,rainfall
FCST_20240710_AND_D5,2024-07-10,2024-07-15,Andhra Pradesh,South-East,15.9129,79.74,5,117.9,130.5,28.7,29.3,44.3,46.5,990.3,990.2,94.3,95.8,12.6,-12.6,0.096,122.6,10.44,103.8,145.6,43.07,DEMO DATA,rainfall
FCST_20240710_AND_D6,2024-07-10,2024-07-16,Andhra Pradesh,South-East,15.9129,79.74,6,42.3,31.7,27.2,27.9,42.4,41.7,989.4,988.0,99.0,94.4,10.6,10.6,0.324,45.0,12.28,22.9,72.0,6.8,DEMO DATA,rainfall
FCST_20240710_AND_D7,2024-07-10,2024-07-17,Andhra Pradesh,South-East,15.9129,79.74,7,48.2,63.7,27.2,31.2,43.2,47.5,992.5,993.2,97.9,94.3,15.5,-15.5,0.24,49.6,14.52,23.5,81.5,25.8,DEMO DATA,rainfall
FCST_20240710_AND_D8,2024-07-10,2024-07-18,Andhra Pradesh,South-East,15.9129,79.74,8,44.7,56.4,28.9,30.9,42.7,40.6,993.6,993.6,99.0,100.0,11.7,-11.7,0.204,49.5,12.44,27.1,76.9,8.3,DEMO DATA,rainfall
FCST_20240710_AND_D9,2024-07-10,2024-07-19,Andhra Pradesh,South-East,15.9129,79.74,9,57.8,31.5,26.2,25.8,38.1,35.8,991.4,991.9,98.5,91.0,26.3,26.3,0.809,45.1,23.49,2.8,96.8,28.67,DEMO DATA,rainfall
FCST_20240710_AND_D10,2024-07-10,2024-07-20,Andhra Pradesh,South-East,15.9129,79.74,10,12.7,7.5,24.9,21.9,38.9,37.4,991.1,990.7,99.0,100.0,5.2,5.2,0.612,10.4,15.17,0.0,43.8,40.61,DEMO DATA,rainfall
FCST_20240710_WES_D1,2024-07-10,2024-07-11,West Bengal,East,22.9868,87.855,1,0.0,0.0,26.5,26.4,41.5,38.9,991.2,991.5,97.0,96.8,0.0,0.0,0.0,0.1,1.5,0.0,3.4,2.71,DEMO DATA,rainfall
FCST_20240710_WES_D2,2024-07-10,2024-07-12,West Bengal,East,22.9868,87.855,2,32.1,31.7,27.8,26.2,40.9,41.4,990.2,989.5,97.9,96.3,0.4,0.4,0.012,31.9,2.07,28.2,36.5,3.41,DEMO DATA,rainfall
FCST_20240710_WES_D3,2024-07-10,2024-07-13,West Bengal,East,22.9868,87.855,3,64.4,77.6,26.6,26.8,43.3,44.3,991.0,991.3,96.9,96.1,13.2,-13.2,0.168,64.2,6.94,51.7,79.5,7.46,DEMO DATA,rainfall
FCST_20240710_WES_D4,2024-07-10,2024-07-14,West Bengal,East,22.9868,87.855,4,91.1,109.4,25.7,24.3,43.1,42.9,990.1,988.9,98.0,94.2,18.3,-18.3,0.166,88.1,10.89,68.5,112.1,22.24,DEMO DATA,rainfall
FCST_20240710_WES_D5,2024-07-10,2024-07-15,West Bengal,East,22.9868,87.855,5,39.3,43.7,27.3,29.8,42.7,41.6,990.0,988.7,95.1,81.6,4.4,-4.4,0.098,35.6,7.81,21.5,52.8,7.75,DEMO DATA,rainfall
FCST_20240710_WES_D6,2024-07-10,2024-07-16,West Bengal,East,22.9868,87.855,6,14.4,19.5,27.0,27.2,41.3,38.8,993.0,993.1,98.0,94.0,5.1,-5.1,0.249,15.3,9.41,0.0,36.0,0.88,DEMO DATA,rainfall
FCST_20240710_WES_D7,2024-07-10,2024-07-17,West Bengal,East,22.9868,87.855,7,0.0,1.1,24.9,28.6,39.9,39.5,991.5,990.4,99.0,98.3,1.1,-1.1,0.524,1.5,8.53,0.0,20.3,27.36,DEMO DATA,rainfall
FCST_20240710_WES_D8,2024-07-10,2024-07-18,West Bengal,East,22.9868,87.855,8,143.9,125.8,27.6,29.0,37.9,38.5,991.7,991.1,99.0,94.7,18.1,18.1,0.143,148.2,14.97,121.3,181.1,22.68,DEMO DATA,rainfall
FCST_20240710_WES_D9,2024-07-10,2024-07-19,West Bengal,East,22.9868,87.855,9,184.6,162.5,26.8,26.0,44.4,45.1,991.4,992.4,99.0,97.6,22.1,22.1,0.135,186.8,18.81,152.9,228.2,86.74,DEMO DATA,rainfall
FCST_20240710_WES_D10,2024-07-10,2024-07-20,West Bengal,East,22.9868,87.855,10,79.0,122.7,28.0,32.8,41.8,41.9,989.0,989.4,96.5,100.0,43.7,-43.7,0.353,87.8,34.78,25.2,164.3,23.76,DEMO DATA,rainfall
FCST_20240710_MAD_D1,2024-07-10,2024-07-11,Madhya Pradesh,Central,22.9734,78.6569,1,61.1,70.2,26.4,26.3,41.2,43.1,991.7,991.8,98.1,97.0,9.1,-9.1,0.128,60.0,4.83,51.3,70.6,10.21,DEMO DATA,rainfall
FCST_20240710_MAD_D2,2024-07-10,2024-07-12,Madhya Pradesh,Central,22.9734,78.6569,2,156.6,117.6,27.7,28.2,40.8,40.0,991.0,990.7,96.2,99.1,39.0,39.0,0.329,157.8,15.12,130.6,191.1,46.12,DEMO DATA,rainfall
FCST_20240710_MAD_D3,2024-07-10,2024-07-13,Madhya Pradesh,Central,22.9734,78.6569,3,54.8,53.9,27.9,26.4,41.0,39.2,990.2,989.0,99.0,97.6,0.9,0.9,0.016,54.3,3.56,47.9,62.1,27.24,DEMO DATA,rainfall
FCST_20240710_MAD_D4,2024-07-10,2024-07-14,Madhya Pradesh,Central,22.9734,78.6569,4,0.0,3.6,24.9,26.2,42.0,41.5,992.3,991.9,97.0,100.0,3.6,-3.6,0.783,-2.2,6.0,0.0,11.0,5.96,DEMO DATA,rainfall
FCST_20240710_MAD_D5,2024-07-10,2024-07-15,Madhya Pradesh,Central,22.9734,78.6569,5,92.8,15.4,27.5,25.7,41.5,38.8,992.1,991.3,99.0,100.0,77.4,77.4,4.72,98.9,25.39,53.2,154.8,76.97,DEMO DATA,rainfall
FCST_20240710_MAD_D6,2024-07-10,2024-07-16,Madhya Pradesh,Central,22.9734,78.6569,6,207.0,263.6,26.4,25.1,40.6,43.4,992.2,991.5,99.0,100.0,56.6,-56.6,0.214,214.8,25.12,169.6,270.1,15.26,DEMO DATA,rainfall
FCST_20240710_MAD_D7,2024-07-10,2024-07-17,Madhya Pradesh,Central,22.9734,78.6569,7,15.7,84.8,26.1,25.1,42.6,45.2,990.6,990.8,96.7,93.5,69.1,-69.1,0.805,9.7,30.53,0.0,76.9,6.49,DEMO DATA,rainfall
